date_found,category,source,title,company,location,comp,link
2026-08-03,Closer,Himalayas,Expansion Account Executive (Boston),Arize AI,United States,,https://himalayas.app/companies/arize-ai/jobs/expansion-account-executive-boston
2026-08-03,Closer,WeWorkRemotely,"Account Executive, MidMarket (LATAM)",Fin,Anywhere in the World,,https://weworkremotely.com/remote-jobs/fin-account-executive-midmarket-latam
2026-08-03,Closer,Arbeitnow,"Senior Account Manager, Enterprise",Stackadapt,Remote,,https://www.arbeitnow.co.uk/jobs/companies/stackadapt/senior-account-manager-enterprise-72049
2026-08-03,Closer,Arbeitnow,Sr. Account Executive,Telli,Berlin,,https://www.arbeitnow.com/jobs/companies/telli/sr-account-executive-berlin-201890
2026-08-03,Setter / SDR,Arbeitnow,Head of GTM Enablement - Global Lead,ElevenLabs,United Kingdom,,https://www.arbeitnow.co.uk/jobs/companies/elevenlabs/head-of-gtm-enablement-global-lead-united-kingdom-74958
2026-08-03,Success (CSM / customer / client / onboarding),Arbeitnow,Customer Success - UK/I,ElevenLabs,United Kingdom,,https://www.arbeitnow.co.uk/jobs/companies/elevenlabs/customer-success-uk-i-united-kingdom-216297
2026-08-03,Success (CSM / customer / client / onboarding),Himalayas,Senior Program Manager - Customer Success Programs,Samsara,United States,,https://himalayas.app/companies/samsara/jobs/senior-program-manager-customer-success-programs
2026-08-03,Success (CSM / customer / client / onboarding),JSearch,Onboarding & Customer Success Specialist,Vinetra Talent,Remote,$70000-$90000,https://www.linkedin.com/jobs/view/onboarding-customer-success-specialist-at-vinetra-talent-4447178587
2026-08-03,VA / Social / Chat,JSearch,Work From Home Virtual Assistant | US based Immediate Hiring,Globe Life AO,Remote,,https://dailyremote.com/remote-job/work-from-home-virtual-assistant-us-based-immediate-hiring-5317213
2026-08-03,VA / Social / Chat,JSearch,Urgently Hiring: Needed Virtual Assistant - Remote,remote zest jobs,Remote,,https://remotezest.up.railway.app/job/urgently-hiring-needed-virtual-assistant-remote
2026-08-03,VA / Social / Chat,JSearch,Immediate Hiring: Part Time Virtual Assistant Jobs (Remote),remote zest jobs,Remote,,https://remotezest.up.railway.app/job/immediate-hiring-part-time-virtual-assistant-jobs-remote
