date_found,category,source,title,company,location,comp,link
2026-06-18,Closer,JSearch,Remote High Ticket Closer,careersprint,Remote,,https://careersprint.7f.liveblog365.com/job/2495044
2026-06-18,Closer,JSearch,Remote Sales Closer - Full-time,careersprint,Remote,,https://careersprint.7f.liveblog365.com/job/2222197
2026-06-18,Closer,JSearch,High Ticket Remote Sales Closer,frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/high-ticket-remote-sales-closer
2026-06-18,Closer,JSearch,Enrollment Advisor/High Ticket Closer (Remote),frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/enrollment-advisorhigh-ticket-closer-remote-1
2026-06-18,Closer,JSearch,Remote High Ticket Sales Closer - Female Founded Company!,frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/remote-high-ticket-sales-closer-female-founded-company-1
2026-06-18,Closer,JSearch,Phone-Based Sales Closer Work From Home /High-Ticket Only/,frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/phone-based-sales-closer-work-from-home-high-ticket-only
2026-06-18,Closer,Jooble,Remote Health & Wellness Sales Closer | High-Ticket Deals,OCHS ENTERPRISES LLC,"Indianapolis, IN",$250k,https://jooble.org/jdp/6835408356416797098
2026-06-18,Closer,JSearch,Phone-Based Closing Specialist – Remote High-Ticket Sales (Evening & Weekend Shift),The Investors Edge,Remote,,https://www.indeed.com/viewjob?jk=d0470281d91cf8a4
2026-06-18,Closer,The Muse,"Manager, Mid-Market Growth, Uber for Business",Uber,Remote,,https://www.themuse.com/jobs/uber/manager-midmarket-growth-uber-for-business
2026-06-18,Success (CSM / customer / client / onboarding),Jooble,Enterprise Customer Success Manager,Connecteam,Remote,$100k - $140k,https://jooble.org/jdp/232335799210774984
2026-06-18,Success (CSM / customer / client / onboarding),Jooble,Remote Customer Success Manager,DataGrail,Remote,$110k - $140k,https://jooble.org/jdp/2620542664128340047
2026-06-18,Success (CSM / customer / client / onboarding),Jooble,Remote Customer Success Manager,Hubstaff,Remote,$100k,https://jooble.org/jdp/7016221161291449572
2026-06-18,Success (CSM / customer / client / onboarding),Jooble,Remote Customer Success Manager,Perceptyx,Remote,$120k - $150k,https://jooble.org/jdp/9104505021853780459
2026-06-18,Success (CSM / customer / client / onboarding),Jooble,Customer Success Manager,SecurityScorecard,Remote,$100k - $175k,https://jooble.org/jdp/4627019828945113205
2026-06-18,Success (CSM / customer / client / onboarding),Jooble,Remote Enterprise Customer Success Manager,Sigma Computing,Remote,$132k - $165k,https://jooble.org/jdp/2784022219404108213
2026-06-18,Success (CSM / customer / client / onboarding),Adzuna,Customer Success Manager,Zift Solutions,"New York City, New York",$109011-$109011,https://www.adzuna.com/land/ad/5767673040?se=Ik_S0Sxr8RGhI899uehcHA&utm_medium=api&utm_source=3e941a8f&v=9216A3C40A19A502F8D2E36BCD3B50E6E1F38ECA
2026-06-18,VA / Social / Chat,Jooble,Virtual Assistant,ReWorks Solutions,"New York, NY",,https://jooble.org/jdp/-2173792623683198287
2026-06-18,VA / Social / Chat,Jooble,Remote Real Estate Virtual Assistant Growth & Efficiency,Wing Assistant - India,"Berkeley, CA",,https://jooble.org/jdp/2882793731342195157
