date_found,category,source,title,company,location,comp,link
2026-07-14,Closer,Jooble,Remote High-Ticket Consumer Services Closer,Curvion Blue,"Houston, TX",$90k - $360k,https://jooble.org/jdp/6967008558199132730
2026-07-14,Closer,JSearch,Remote Sales Closer - Full-time,Secure IQ Services,Remote,,https://www.snagajob.com/jobs/1244030695
2026-07-14,Closer,JSearch,Remote Sales Closers & Appointment Setters,vacancy target jobs,Remote,,https://vacancyglobal.up.railway.app/job/remote-sales-closers-appointment-setters-2
2026-07-14,Closer,JSearch,Sales Closer for Jeff Sekinger (Remote),vacancy target jobs,Remote,,https://vacancyglobal.up.railway.app/job/sales-closer-for-jeff-sekinger-remote
2026-07-14,Closer,JSearch,Remote Closer,vacancy target jobs,Remote,,https://vacancyglobal.up.railway.app/job/remote-closer-24
2026-07-14,Closer,Jooble,High Ticket Sales Closer,Virtual Vocations Inc,United States,,https://jooble.org/jdp/-3635288313907737987
2026-07-14,VA / Social / Chat,Jooble,Remote Virtual Assistant,Free Up,United States,,https://jooble.org/jdp/383492264895351626
2026-07-14,VA / Social / Chat,Jooble,Remote Virtual Assistant,GrabJobs,United States,,https://jooble.org/jdp/-6443586319504155800
2026-07-14,VA / Social / Chat,Jooble,Virtual Assistant,OneMCI,Remote,,https://jooble.org/jdp/8082495997876306421
2026-07-14,VA / Social / Chat,Jooble,Xactimate Virtual Assistant,Outsource Access,Remote,,https://jooble.org/jdp/-8582045800667703934
2026-07-14,VA / Social / Chat,Jooble,Virtual Assistant HN (Remote),Simera,United States,,https://jooble.org/jdp/-6495155563462207418
2026-07-14,VA / Social / Chat,Jooble,Virtual Assistant I,Virtual Vocations Inc,United States,,https://jooble.org/jdp/125358852058163121
