date_found,category,source,title,company,location,comp,link
2026-06-17,Closer,Jooble,Remote High-Ticket Sales Closer Internship,6-Pack Macros LLC,"Boca Raton, FL",,https://jooble.org/jdp/1735098601672658633
2026-06-17,Closer,Jooble,Remote High-Ticket Finance Closer | Path to Leadership,Atlas Agency,"New York, NY",$80k - $100k,https://jooble.org/jdp/4576398157628737107
2026-06-17,Closer,Jooble,Remote Sales Closer - High-Earning LSAT Tutoring,Carr Talent Acquisition,"New York, NY",,https://jooble.org/jdp/-926646766716176235
2026-06-17,Closer,Jooble,Remote Elite Closer - High-Ticket Sales Pro,Curvion Blue,"Chicago, IL",$90k - $360k,https://jooble.org/jdp/1762839539916852496
2026-06-17,Closer,Jooble,"Remote TV Ad Sales Closer — High-Ticket, High-Impact Wins",Daymond John Online Education,"New York, NY",$10k - $50k,https://jooble.org/jdp/-6419543321887645855
2026-06-17,Closer,Jooble,Remote High-Ticket Coaching Closer (One-Call Close),Ecruit,"West New York, NJ",$64k - $85k,https://jooble.org/jdp/1815929791875816263
2026-06-17,Closer,Jooble,Remote High-Ticket Sales Closer - Turkey,ELVTR,"Turkey, NC",,https://jooble.org/jdp/660685437208121639
2026-06-17,Closer,Jooble,Remote High-Ticket Sales Team (Closers & Setters) - Warm Leads Only,EmergencyMD,"Phoenix, AZ","$1,000 - $1,500 per week",https://jooble.org/jdp/815773355289090302
2026-06-17,Closer,Jooble,Senior High-Ticket Sales Closer,Inside Success TV,"New York, NY",$10k - $100k,https://jooble.org/jdp/8282123442072375558
2026-06-17,Closer,Jooble,Remote High-Ticket Closer for Premium Coaching Programs,Itlearn360,"New York, NY",$60k - $150k,https://jooble.org/jdp/3511743635075519830
2026-06-17,Closer,Jooble,Remote High-Ticket Closer: Close Big Deals with Warm Leads,Outsourced Doers,"New York, NY",,https://jooble.org/jdp/9203959236479916089
2026-06-17,Closer,Jooble,Remote Financial Closer: High Earnings & Growth,Remote Jobs,"New York, NY",$100k,https://jooble.org/jdp/-3761857593797782419
2026-06-17,Closer,Jooble,Remote High-Ticket Fitness Sales Closer,Super Heat Fitness,"Anaheim, CA",,https://jooble.org/jdp/2696024128309364827
