date_found,category,source,title,company,location,comp,link
2026-06-27,Closer,Jooble,Remote High-Ticket Sales Closer for Elite Doc Series,Daymond John Online Education,"Atlanta, GA",$10k - $20k,https://jooble.org/jdp/-3444666416812871838
2026-06-27,Closer,Jooble,Remote High-Ticket Closer — Close Big Deals & Hit Quotas,Elite CEOS LLC,"New York, NY",,https://jooble.org/jdp/-5547824626701002739
2026-06-27,Closer,Jooble,"Remote Insurance Closer: High-Earning, Uncapped Commissions",Emergent Financial Group,"Crescent, WI","$10,000 per month",https://jooble.org/jdp/5331193733368634083
2026-06-27,Closer,The Muse,Enterprise Account Executive,Flexport,"New York, NY",,https://www.themuse.com/jobs/flexport/enterprise-account-executive-eeed49
2026-06-27,Closer,Jooble,Remote High Ticket Sales Closer,GrabJobs,United States,$150k - $300k,https://jooble.org/jdp/-8642817457954832460
2026-06-27,Closer,JSearch,Part Time Lead Setter (Appointment Setter),Ignite Test Prep,Remote,,https://bebee.com/us/jobs/part-time-lead-setter-appointment-setter-ignite-test-prep--theirstack-689450067
2026-06-27,Closer,Jooble,Remote High-Ticket Mortgage Closer with 6-Figure Potential,"Loans On Demand, LLC","New York, NY",,https://jooble.org/jdp/3760013252303355924
2026-06-27,Setter — DM Setting,JSearch,DM Setters for B2C Sales,Upwork,Remote,,https://www.upwork.com/freelance-jobs/apply/Setters-for-B2C-Sales_~022060059001825702878/
2026-06-27,VA / Social / Chat,Jooble,Remote Virtual Assistant Talent Pool Recruitment,GrabJobs,United States,,https://jooble.org/jdp/2130035405464059537
2026-06-27,VA / Social / Chat,Jooble,Virtual Assistant VEN (Remote),Simera,"San Francisco, CA",,https://jooble.org/jdp/428058872955779299
