date_found,category,source,title,company,location,comp,link
2026-06-22,Closer,Jooble,Remote High-Ticket Sales Team (Closers & Setters) - Warm Leads Only,ChatGPT Jobs,"Phoenix, AZ","$1,000 - $1,500 per week",https://jooble.org/jdp/-1837352049055802364
2026-06-22,Closer,Himalayas,Key Account Executive - Aerospace & Defense,CoLab Software,"Canada, Mexico, United States",,https://himalayas.app/companies/colab-software/jobs/key-account-executive-aerospace-defense
2026-06-22,Closer,Jooble,"Remote Medicare Sales Closer - Inbound, High Earnings",Davis Capital and Insurance,"Phoenix, AZ",$18 per hour,https://jooble.org/jdp/929322041553584736
2026-06-22,Closer,Jooble,Elite High-Ticket Media Sales Closer Remote,Daymond John Online Education,"Windsor, CA",$60k - $200k,https://jooble.org/jdp/2971202643879713635
2026-06-22,Closer,Jooble,"Senior Enterprise Closer - Remote, $1M+ Deals",Makena,"Naples, FL",,https://jooble.org/jdp/-3539986738413078747
2026-06-22,Closer,RemoteOK,Outside Sales Representative,Omada.ai,Eugene,$50000-100000,https://remoteOK.com/remote-jobs/remote-outside-sales-representative-omada-ai-1133826
2026-06-22,Closer,Jooble,"Remote High-Ticket Closer - One-Call, Commission-Only",Schnell Global,"New York, NY",,https://jooble.org/jdp/7323406841310152858
2026-06-22,Closer,Adzuna,"Sales Manager, High-Ticket Closer",Team Architects,US,$100000-$100000,https://www.adzuna.com/details/5769999363?utm_medium=api&utm_source=3e941a8f
2026-06-22,Closer,Jooble,Remote High-Ticket Closer | Inbound Leads & Big Commissions,TEEMA Solutions Group,"Los Angeles, CA",,https://jooble.org/jdp/-3752379926719605474
2026-06-22,Closer,Jooble,"Remote High-Ticket Closer - Inbound Leads, $10k-$100k",TEEMA Solutions Group,"Chicago, IL",$10k - $100k,https://jooble.org/jdp/-4471286759888093598
2026-06-22,Closer,Jooble,Remote B2B Closer High Commissions & Flexible Hours,Terraboost Media,"Bakersfield, CA",,https://jooble.org/jdp/-4321613207499806676
2026-06-22,Closer,Jooble,Remote Elite High-Ticket B2B Closer — $20K-$40K/Month,United Staff Source,"Miami, FL",,https://jooble.org/jdp/-1942860361431784751
2026-06-22,Setter / SDR,Jooble,Sales Development Representative - Australia/ New Zealand,Remote Services Inc.,United States,$61k - $71k,https://jooble.org/jdp/-1558464830187176822
2026-06-22,Setter — Phone Setting,Jooble,Senior SDR: Remote Elite Cold Caller for Impact,Remote Jobs,"New York, NY",$70k - $80k,https://jooble.org/jdp/1356981924233101
2026-06-22,Success (CSM / customer / client / onboarding),Adzuna,Customer Success Manager,24 Seven Talent,"Alexandria, Alexandria City",$142961-$142961,https://www.adzuna.com/land/ad/5771478523?se=XHV_vHxu8RGeWZzv8P2X6w&utm_medium=api&utm_source=3e941a8f&v=02704C1BDB7F4F394285CEFA721C7AD95BC93F36
2026-06-22,Success (CSM / customer / client / onboarding),Jooble,Remote Enterprise Customer Success Manager,Revenue,"New York, NY",$120k - $165k,https://jooble.org/jdp/-2525523932799383140
2026-06-22,Success (CSM / customer / client / onboarding),Jooble,Low-Touch Customer Success Manager | Remote (East Coast),School Result,"Boston, MA",$145k,https://jooble.org/jdp/904599094232700616
2026-06-22,Success (CSM / customer / client / onboarding),Jooble,Strategic Remote Enterprise SaaS Customer Success Manager,TytoCare,"New York, NY",$100k - $140k,https://jooble.org/jdp/-8322661821039721218
2026-06-22,VA / Social / Chat,JSearch,(Part Time Remote Jobs) Amazon Virtual Assistant - $30/H,frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/part-time-remote-jobs-amazon-virtual-assistant-30h
2026-06-22,VA / Social / Chat,JSearch,Urgently Hiring: Disney Virtual Assistant jobs (part time),frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/urgently-hiring-disney-virtual-assistant-jobs-part-time
2026-06-22,VA / Social / Chat,JSearch,Remote Virtual Assistant | Administrative Support Specialist,frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/remote-virtual-assistant-administrative-support-specialist-3
2026-06-22,VA / Social / Chat,JSearch,Virtual Assistant Work From Home,frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/virtual-assistant-work-from-home-22
2026-06-22,VA / Social / Chat,JSearch,Virtual Assistant (1+ Yr Experience – U.S. Base...,frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/virtual-assistant-1-yr-experience-us-base
2026-06-22,VA / Social / Chat,JSearch,Urgently Hiring: Needed Virtual Assistant - Remote,frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/urgently-hiring-needed-virtual-assistant-remote
2026-06-22,VA / Social / Chat,JSearch,Delta Virtual Assistant Jobs (Remote) – Flexible Hours,frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/delta-virtual-assistant-jobs-remote-8211-flexible-hours
2026-06-22,VA / Social / Chat,JSearch,Virtual Assistant at American Express (Part-Time/Full-Time) – Remote Work From Home Opportunity,frontendnode-production.up.railway.app,Remote,,https://frontendnode-production.up.railway.app/job/virtual-assistant-at-american-express-part-timefull-time-remote-work-from-home-opportunity
2026-06-22,VA / Social / Chat,Jooble,Virtual Assistant,Hire Hangar,United States,,https://jooble.org/jdp/-89112728359472389
