date_found,category,source,title,company,location,comp,link
2026-06-13,VA / Admin / Assistant,Adzuna,BELAY - Executive Assistant,Belay,US,$41600-$47840,https://www.adzuna.com/details/5330727899?utm_medium=api&utm_source=3e941a8f
2026-06-13,VA / Admin / Assistant,Adzuna,BELAY - Senior Executive Assistant,Belay,US,$107424-$107424,https://www.adzuna.com/details/5330064264?utm_medium=api&utm_source=3e941a8f
2026-06-13,VA / Admin / Assistant,Adzuna,Administrative Assistant,"Blue Beacon Consulting, Inc.","Toronto, Ontario",,https://www.adzuna.ca/details/5717330302?utm_medium=api&utm_source=3e941a8f
2026-06-13,VA / Admin / Assistant,Adzuna,Assistant Project Manager/Executive Assistant,Check Off Your List,"Columbus, Franklin County",$28510-$28510,https://www.adzuna.com/land/ad/5664335044?se=hiNA4zxn8RG5GpwkRXC5CA&utm_medium=api&utm_source=3e941a8f&v=196841ABD36E5F9727F18712E4B41F1B81E58873
2026-06-13,VA / Admin / Assistant,Adzuna,PT to FT Executive Assistant with Real Estate Assistant Experience,Check Off Your List,"Columbus, Franklin County",$50957-$50957,https://www.adzuna.com/land/ad/5699762160?se=hiNA4zxn8RG5GpwkRXC5CA&utm_medium=api&utm_source=3e941a8f&v=939A2A9D0B04523BB6D12C4E2B8CDF874609A12E
2026-06-13,VA / Admin / Assistant,Adzuna,Part-Time to Full-Time Executive Assistant,Check Off Your List,"Columbus, Franklin County",$34897-$34897,https://www.adzuna.com/land/ad/5682631586?se=hiNA4zxn8RG5GpwkRXC5CA&utm_medium=api&utm_source=3e941a8f&v=7835173B81C4CFA8FE29550C0ECF4150B396FCDA
2026-06-13,VA / Admin / Assistant,Adzuna,Personal Assistant Intern,DEZIGNOVATE LTD,"London, UK",$25044-$25044,https://www.adzuna.co.uk/jobs/details/4753824128?utm_medium=api&utm_source=3e941a8f
2026-06-13,VA / Admin / Assistant,Adzuna,Executive Assistant (2026),Five Elms Capital,"Mission Woods, Johnson County",$49917-$49917,https://www.adzuna.com/details/5697346372?utm_medium=api&utm_source=3e941a8f
2026-06-13,VA / Admin / Assistant,Adzuna,Office Administration Work – Support Assistant,HRS Talent Solutions,"Erakala, Mackay",,https://www.adzuna.com.au/details/5758731703?utm_medium=api&utm_source=3e941a8f
2026-06-13,VA / Admin / Assistant,Adzuna,Executive Assistant,Insight Global,"Tustin, Orange County",$70622-$70622,https://www.adzuna.com/land/ad/5722201176?se=hiNA4zxn8RG5GpwkRXC5CA&utm_medium=api&utm_source=3e941a8f&v=4105584FDADF8BD51BE50E31360B049503E3BC33
2026-06-13,VA / Admin / Assistant,Adzuna,Executive Assistant,Kelly Services,"San Mateo, San Mateo County",$75076-$75076,https://www.adzuna.com/land/ad/5735648321?se=hiNA4zxn8RG5GpwkRXC5CA&utm_medium=api&utm_source=3e941a8f&v=579BF5665E1B08994A2FC6D68588518CE8F1BD42
2026-06-13,VA / Admin / Assistant,Arbeitnow,Senior Systemadministrator (m/w/d) IT-Infrastruktur,MY Humancapital GmbH,Hamburg,,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/senior-systemadministrator-it-infrastruktur-hamburg-48222
2026-06-13,VA / Admin / Assistant,Arbeitnow,IT Support Specialist / IT Systemadministrator (m/w/d),MY Humancapital GmbH,Munich,,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/it-support-specialist-it-systemadministrator-munich-139490
2026-06-13,VA / Admin / Assistant,Adzuna,Virtual Assistant,Naplesjetcenter,"Ontario, Canada",,https://www.adzuna.ca/details/5710864187?utm_medium=api&utm_source=3e941a8f
2026-06-13,VA / Admin / Assistant,Adzuna,Executive Assistant,Office Angels,"Heeley, Sheffield",$40000-$45000,https://www.adzuna.co.uk/jobs/land/ad/5757459641?se=6BV46Dxn8RGPL9oNLTnS9Q&utm_medium=api&utm_source=3e941a8f&v=66918463FFDDE579FED3FE5C4C65D67E62DC98AA
2026-06-13,VA / Admin / Assistant,Adzuna,Executive Administrative Assistant,our,US,$60344-$60344,https://www.adzuna.com/details/5648706061?utm_medium=api&utm_source=3e941a8f
2026-06-13,VA / Admin / Assistant,Adzuna,Executive Assistant,Paydex Technologies,"New York City, New York",$83543-$83543,https://www.adzuna.com/details/5754090797?utm_medium=api&utm_source=3e941a8f
2026-06-13,VA / Admin / Assistant,Adzuna,Executive Assistant (PA),People Solutions,"Birmingham, West Midlands",$39998-$39998,https://www.adzuna.co.uk/jobs/details/5722329230?utm_medium=api&utm_source=3e941a8f
