date_found,category,source,title,company,location,comp,link
2026-07-30,Closer,JSearch,Inside Sales Representative (Remote),Beyond Finance,Remote,,https://www.builtinchicago.org/job/inside-sales-representative-remote/9432474
2026-07-30,Closer,JSearch,High-Ticket Closer — Remote AT&T Small Business Wireless & Fiber,Onyx Fiber LLC,Remote,,"https://www.glassdoor.com/job-listing/high-ticket-closer-%E2%80%94-remote-at-and-t-small-business-wireless-and-fiber-onyx-fiber-llc-JV_KO0,70_KE71,85.htm?jl=1010212324406"
2026-07-30,Closer,JSearch,"High-Ticket Closer Wanted – Remote, Inbound Calls Only (reputed company)",remote click jobs,Remote,,https://remoteclickjobs-production.up.railway.app/job/high-ticket-closer-wanted-remote-inbound-calls-only-reputed-company-4
2026-07-30,Success (CSM / customer / client / onboarding),Jooble,Sr. Customer Success Manager,Clari + Salesloft,United States,$101k - $135k,https://jooble.org/jdp/-21221538429016285
2026-07-30,Success (CSM / customer / client / onboarding),Adzuna,Federal Customer Success Manager,Horizon3,"Maryland, Anne Arundel County",$131512-$131512,https://www.adzuna.com/land/ad/5821049681?se=_oZTRySM8RG8JMyxbRrc7Q&utm_medium=api&utm_source=3e941a8f&v=7BE221E1D7419AE14ECB3DD1189698B6CB92FA70
2026-07-30,Success (CSM / customer / client / onboarding),Adzuna,Customer Success Manager,Kyriba,"Illinois, US",$140442-$140442,https://www.adzuna.com/land/ad/5821050504?se=_oZTRySM8RG8JMyxbRrc7Q&utm_medium=api&utm_source=3e941a8f&v=45E524536541D76D7C92A7F7465A7A75C10D64FB
2026-07-30,Success (CSM / customer / client / onboarding),Jooble,Senior Customer Success Manager,Vantage,United States,$140k - $160k,https://jooble.org/jdp/1040294080917699951
2026-07-30,VA / Social / Chat,Adzuna,Virtual Assistant,Gifted Equestrian Inc,"Greater Vancouver, British Columbia",,https://www.adzuna.ca/details/5820392174?utm_medium=api&utm_source=3e941a8f
2026-07-30,VA / Social / Chat,RemoteOK,Virtual Assistant,RippedBoxStation,"Manila, Manila, National Capital Region, Philippines",,https://remoteOK.com/remote-jobs/remote-virtual-assistant-rippedboxstation-1135685
2026-07-30,VA / Social / Chat,RemoteOK,Healthcare Virtual Assistant Registered Nurse,Snapscale,"Davao, Davao, Davao Region, Philippines",,https://remoteOK.com/remote-jobs/remote-healthcare-virtual-assistant-registered-nurse-snapscale-1135684
2026-07-30,VA / Social / Chat,RemoteOK,Healthcare Virtual Assistant Athena EMR Experience,Snapscale Philippines,"Davao,",,https://remoteOK.com/remote-jobs/remote-healthcare-virtual-assistant-athena-emr-experience-snapscale-philippines-1135688
