date_found,category,source,title,company,location,comp,link
2026-07-01,Setter / SDR,Adzuna,Sales Development Representative - Cybersecurity,"SecureSky, Inc","Omaha, Douglas County",$100982-$100982,https://www.adzuna.com/land/ad/5777526195?se=hEtWU1V18RGO38ZVQ7SzJQ&utm_medium=api&utm_source=3e941a8f&v=80E0E36BA5B3271F49CDA94A5591FD0697853A87
2026-07-01,Success (CSM / customer / client / onboarding),Jooble,Customer success manager,Crawford Thomas Recruiting,"New York, NY",$70k - $85k,https://jooble.org/jdp/9084265422867208469
2026-07-01,Success (CSM / customer / client / onboarding),Adzuna,Principal Customer Success Manager,EDB,"Nashville, Davidson County",$101276-$101276,https://www.adzuna.com/land/ad/5775668176?se=bNACWFV18RG2t9j6YGF38g&utm_medium=api&utm_source=3e941a8f&v=2AFEE9DDDD4C1B9D054F673ED4F59D61E8496F6C
2026-07-01,Success (CSM / customer / client / onboarding),Remotive,Client Success Coach (CSM),Impact Clients,"Northern America, Europe, South Africa",$120k - $220k,https://remotive.com/remote-jobs/customer-service/client-success-coach-csm-2091039
2026-07-01,Success (CSM / customer / client / onboarding),Adzuna,Senior Customer Success Manager,MongoDB,"Glendale, Denver",$162803-$162803,https://www.adzuna.com/land/ad/5766257928?se=bNACWFV18RG2t9j6YGF38g&utm_medium=api&utm_source=3e941a8f&v=6649B94F420F7554215A21AA8E556D1EC9A5E696
2026-07-01,Success (CSM / customer / client / onboarding),Adzuna,Customer Success Manager - Microsoft,SHI,"Somerset, Somerset County",$106255-$106255,https://www.adzuna.com/land/ad/5782789430?se=bNACWFV18RG2t9j6YGF38g&utm_medium=api&utm_source=3e941a8f&v=A3D7D1C841BC647C9618926DF595152E713EB419
2026-07-01,Success (CSM / customer / client / onboarding),Jooble,Customer Success Manager,SimpliGov,Washington DC,$100k,https://jooble.org/jdp/-3698403114977133702
2026-07-01,Success (CSM / customer / client / onboarding),Jooble,Customer Success Manager,Vironix AI,"Austin, TX",$100k - $140k,https://jooble.org/jdp/584205931060666814
2026-07-01,VA / Social / Chat,JSearch,Virtual Assistant (Work From Home),2.halvolink,Remote,,https://2.halvolink.liveblog365.com/job/2060289
2026-07-01,VA / Social / Chat,JSearch,Front Desk & Patient Communication Virtual Assistant,Virtual Rockstar Careers,Remote,,https://jobgether.com/offer/6a432a3feee2f285e30ea32c-front-desk-patient-communication-virtual-assistant
