date_found,category,source,title,company,location,comp,link
2026-07-08,Closer,Jooble,Remote VMS - Outbound Sales Representative,Only External Postings,"Irvine, CA",$100k - $120k,https://jooble.org/jdp/-8039623921205239160
2026-07-08,Closer,Jooble,Remote Inbound Sales Representative- Remote in Missouri,People Science,"Jacksonville, FL",$100k,https://jooble.org/jdp/5697008344518763003
2026-07-08,Closer,Jooble,Remote Inbound Sales Representative- Remote in Texas,People Science,"Greensboro, NC",$100k,https://jooble.org/jdp/-6589685568606031014
2026-07-08,Closer,Himalayas,SLED Account Executive - East,Rhombus,United States,,https://himalayas.app/companies/rhombus/jobs/sled-account-executive-east
2026-07-08,Closer,Jooble,Remote High Ticket Sales Closer,Southern National Roofing,"Tampa, FL",$150k - $300k,https://jooble.org/jdp/-7185327466850887060
2026-07-08,Closer,Jooble,Remote High-ticket Closer,Trivium,"Baton Rouge, LA",,https://jooble.org/jdp/-4846327580190639808
2026-07-08,Closer,Jooble,High Ticket Closer,VirtualVocations,"Knoxville, TN",,https://jooble.org/jdp/510618398637808547
2026-07-08,Setter / SDR,Jooble,Remote Sales Development Representative - Spanish Language,Ezoic-inc,"Tampa, FL","$5,000 per month",https://jooble.org/jdp/2079207232141083888
2026-07-08,Setter / SDR,Jooble,"Remote Sales Development Representative, Enterprise",Vercel,"San Jose, CA",$100k,https://jooble.org/jdp/3907156770473118999
2026-07-08,Success (CSM / customer / client / onboarding),Jooble,Remote Customer Success Manager,Banyan Software,"Reno, NV",$120k,https://jooble.org/jdp/752017280907989843
2026-07-08,Success (CSM / customer / client / onboarding),Jooble,Remote Customer Success Manager,Gamma,"Winston Salem, NC",$125k - $235k,https://jooble.org/jdp/-8832498706311902562
2026-07-08,Success (CSM / customer / client / onboarding),Jooble,Remote Customer Success Manager,Mendix,"Saint Paul, MN",$130k - $265k,https://jooble.org/jdp/934322950836272348
2026-07-08,Success (CSM / customer / client / onboarding),JSearch,AI Onboarding Specialist - Medspa,Podium,Remote,,https://bebee.com/us/jobs/ai-onboarding-specialist-medspa-podium-lehi-ut--theirstack-691734350
2026-07-08,VA / Social / Chat,Jooble,Remote Virtual Assistant,Aniesis Pharma,"Sacramento, CA",$49.99 - $99.99 per hour,https://jooble.org/jdp/6580472979627690856
2026-07-08,VA / Social / Chat,Jooble,Remote Virtual Assistant Talent Pool Recruitment,Dfbooking Recruitment Services,"Chicago, IL",,https://jooble.org/jdp/7771284675920631156
2026-07-08,VA / Social / Chat,Jooble,Virtual Assistant - Entry level (Remote),Easy Recruiter,United States,,https://jooble.org/jdp/2176820264693942614
2026-07-08,VA / Social / Chat,Jooble,Remote Data Entry & Virtual Assistant - Growth Focus,Jobcertify,"San Jose, CA",,https://jooble.org/jdp/3444053624963466459
2026-07-08,VA / Social / Chat,Jooble,Remote Virtual Assistant Engineering Admin & Coordination,Orionyx Enginnering LTD,United States,,https://jooble.org/jdp/1699080848965814619
2026-07-08,VA / Social / Chat,Jooble,Remote Virtual Assistant (AR / Collections Support) [Remote India],Snapscale,"Durham, NC",,https://jooble.org/jdp/6302709450734343960
2026-07-08,VA / Social / Chat,Jooble,Virtual Assistant (Remote),Steel Sky Studio LLC,United States,,https://jooble.org/jdp/2115125122617618931
