date_found,category,source,title,company,location,comp,link
2026-06-26,Closer,Jooble,"Remote High-Ticket Closer - AI-Driven Leads, High Earning Potential",ChatGPT Jobs,"Phoenix, AZ","$1,000 - $1,500 per week",https://jooble.org/jdp/5670111580404465790
2026-06-26,Closer,Jooble,Senior High-Ticket Closer for Remote Growth Consulting,Curvion Blue,"Boston, MA",,https://jooble.org/jdp/-5523925456911169275
2026-06-26,Closer,Jooble,Remote High-Ticket Setter & Closer (Freelance),Greator GmbH,"New Bremen, OH",,https://jooble.org/jdp/-2861813607670072363
2026-06-26,Closer,Jooble,Remote High-Ticket Closer for $10K-$100K Coaching Programs,Initio Capital,"New York, NY",$10k - $100k,https://jooble.org/jdp/-580148123446543950
2026-06-26,Closer,Jooble,High-Ticket Sales Closer,Virtual Vocations Inc,United States,,https://jooble.org/jdp/3132321554193167890
2026-06-26,Closer,Adzuna,Remote Inbound Sales Representative,VXI Global Solutions,"Nashville, Davidson County",$121687-$121687,https://www.adzuna.com/land/ad/5776577383?se=juuqh2dx8RGKY_-n7sY3YA&utm_medium=api&utm_source=3e941a8f&v=5B393587EFF13D1CA4E5E13D833A98369B1D3C59
2026-06-26,Setter / SDR,Jooble,Sales Development Representative (SDR) - US,Chapter 2 Inc,United States,,https://jooble.org/jdp/6689739610207009611
2026-06-26,Setter / SDR,Jooble,Appointment Setter,Virtual Vocations Inc,United States,,https://jooble.org/jdp/-4789477315195400768
2026-06-26,Success (CSM / customer / client / onboarding),Jooble,Remote Customer Success Manager II - East,GrabJobs,United States,$125k,https://jooble.org/jdp/-7150562458052186406
2026-06-26,Success (CSM / customer / client / onboarding),Jooble,Remote Customer Success Manager,GrabJobs,United States,$75k - $105k,https://jooble.org/jdp/-93866580249959670
2026-06-26,Success (CSM / customer / client / onboarding),Adzuna,Customer Success Manager,InEight,"Phoenix, Maricopa County",$106268-$106268,https://www.adzuna.com/land/ad/5670204429?se=ypaVeWdx8RGL4arb2hDtcg&utm_medium=api&utm_source=3e941a8f&v=4EC77ABD6DFD9232D5C5DCFCC3768F96F6F74EC4
2026-06-26,Success (CSM / customer / client / onboarding),Adzuna,Customer Success Manager,MongoDB,"SoMa, San Francisco",$135563-$135563,https://www.adzuna.com/land/ad/5626717388?se=ypaVeWdx8RGL4arb2hDtcg&utm_medium=api&utm_source=3e941a8f&v=0F4D0810CDA50CBC514276CE5EC19E2E85F800D4
2026-06-26,VA / Social / Chat,JSearch,"CPT-11095 Part-Time Virtual Assistant (Administrative, Social Media & Grant Supp",20four7VA,Remote,,https://himalayas.app/companies/20four7va/jobs/cpt-11095-part-time-virtual-assistant-administrative-social-media-grant-supp
2026-06-26,VA / Social / Chat,Himalayas,CPT-11184 Logistics & Inventory Management Virtual Assistant,20four7VA,"Australia, Austria, Belgium, Brazil, Canada, China, Denmark, Egypt, Finland, France, Germany, India, Ireland, Israel, Italy, Japan, Mexico, Netherlands, New Zealand, Norway, Poland, Portugal, Russian Federation, Saudi Arabia, Singapore, South Africa, South Korea, Spain, Sweden, Switzerland, Thailand, Turkey, Ukraine, United Arab Emirates, United Kingdom, United States",,https://himalayas.app/companies/20four7va/jobs/cpt-11184-logistics-inventory-management-virtual-assistant
2026-06-26,VA / Social / Chat,Jooble,Travel & Tourism Virtual Assistant - WFH,Believeadvertising,"Wausau, WI",,https://jooble.org/jdp/-5528377021489275339
2026-06-26,VA / Social / Chat,JSearch,Virtual Assistant II — Flexible Hours & Growth,Brandcoven,Remote,,https://www.jobleads.com/us/job/virtual-assistant-ii-flexible-hours-growth--minnesota--e2357422fed8d1be69621ed0a10bcabf5
2026-06-26,VA / Social / Chat,JSearch,Virtual Assistant – Home Care Scheduling & Recruiting,Friendly Faces Senior Care,Remote,,https://www.indeed.com/viewjob?jk=c6f6052aa4645ecc
2026-06-26,VA / Social / Chat,JSearch,PART TIME ADMIN AND CUSTOMER SERVICE VIRTUAL ASSISTANT at VA Desk,Our Team of Dedicated Virtual Assistants,Remote,,https://jobgether.com/offer/6a39b78963c956434a82649b-part-time-admin-and-customer-service-virtual-assistant-at-va-desk
2026-06-26,VA / Social / Chat,Jooble,Remote Virtual Assistant — Be the Backbone for Busy Teams,Simera,"San Francisco, CA",,https://jooble.org/jdp/-7902587812550988766
2026-06-26,VA / Social / Chat,Adzuna,Healthcare Virtual Assistant | Mandarin Bilingual (Remote),Snapscale,US,$53293-$53293,https://www.adzuna.com/details/5721435984?utm_medium=api&utm_source=3e941a8f
2026-06-26,VA / Social / Chat,JSearch,"Part-Time Virtual Assistant in Florida City, FL",Steve Jacob,Remote,,https://cazvid.com/en/job/virtual-assistant-ab5a96
2026-06-26,VA / Social / Chat,JSearch,"Remote Virtual Assistant: Admin, Research & Marketing",Uptalent.io,Remote,,https://www.whatjobs.com/jobs/remote-virtual-assistant-admin-research?id=2837228348
2026-06-26,VA / Social / Chat,JSearch,Part-Time Virtual Assistant (Roofing Operations & Customer Service),Upwork,Remote,,https://www.upwork.com/freelance-jobs/apply/Part-Time-Virtual-Assistant-Roofing-Operations-Customer-Service_~022064334402061815489/
2026-06-26,VA / Social / Chat,JSearch,Simple Virtual Assistants (Only US),Upwork,Remote,,https://www.upwork.com/freelance-jobs/apply/Simple-Virtual-Assistants-Only_~021956268444866343079/
