date_found,category,source,title,company,location,comp,link
2026-06-12,Closer,Remotive,Inside Sales Contractor,"Credit Wellness, LLC",Worldwide,OTE $25k - $35k,https://remotive.com/remote-jobs/sales/inside-sales-contractor-2086540
2026-06-12,Closer,Remotive,High-Ticket Financial Sales Specialist & Team Lead Track,FSE LLC,Worldwide,$3k - $10k,https://remotive.com/remote-jobs/sales/high-ticket-financial-sales-specialist-team-lead-track-2090949
2026-06-12,Closer,Arbeitnow,Senior Backend Engineer,SumUp,"Cologne, North Rhine-Westphalia, Germany",,https://www.arbeitnow.com/jobs/companies/sumup/senior-backend-engineer-cologne-394383
2026-06-12,Closer,Remotive,Head of Sales,The Land Geek,Worldwide,$109k - $228k,https://remotive.com/remote-jobs/sales/head-of-sales-2090943
2026-06-12,Success (client / customer / student),Jobicy,Startup Customer Success Manager – Americas,Ashby,USA,,https://jobicy.com/jobs/145717-startup-customer-success-manager-americas
2026-06-12,Success (client / customer / student),Jobicy,Sr. Customer Success Manager,Axon,USA,,https://jobicy.com/jobs/145716-sr-customer-success-manager-5
2026-06-12,Success (client / customer / student),Jobicy,Customer Care Representative,Baker Hughes,Hungary,,https://jobicy.com/jobs/146145-customer-care-representative-4
2026-06-12,Success (client / customer / student),Jobicy,Customer Success Manager,Boulevard,USA,,https://jobicy.com/jobs/145197-customer-success-manager-31
2026-06-12,Success (client / customer / student),RemoteOK,Director Operations Logistics,Cloetta,"New York, New York, United States",,https://remoteOK.com/remote-jobs/remote-director-operations-logistics-cloetta-1133321
2026-06-12,Success (client / customer / student),Jobicy,"Senior Manager, Customer Success",DataGrail,USA,,https://jobicy.com/jobs/145196-senior-manager-customer-success
2026-06-12,Success (client / customer / student),RemoteOK,Customer Experience Manager in,empact,Remote,,https://remoteOK.com/remote-jobs/remote-customer-experience-manager-in-empact-1133281
2026-06-12,Success (client / customer / student),Jobicy,Software Engineer – Customer Success,Feedzai,Portugal,,https://jobicy.com/jobs/146138-software-engineer-customer-success
2026-06-12,Success (client / customer / student),Jobicy,Customer Experience Program Owner,GE Vernova,USA,,https://jobicy.com/jobs/146132-customer-experience-program-owner
2026-06-12,Success (client / customer / student),Jobicy,1103-Customer Success Manager (PPC Advertising),GoFasti,LATAM,,https://jobicy.com/jobs/146134-1103-customer-success-manager-ppc-advertising
2026-06-12,Success (client / customer / student),Jobicy,Junior Onboarding & Implementation Specialist | Vodori (Europe),GT,"Europe, Poland",,https://jobicy.com/jobs/146171-junior-onboarding-implementation-specialist-vodori-europe
2026-06-12,Success (client / customer / student),Jobicy,Customer Success -Travel Operations Specialist,Hopper,Philippines,,https://jobicy.com/jobs/145720-customer-success-travel-operations-specialist
2026-06-12,Success (client / customer / student),Jobicy,Customer Success Manager,Hubstaff,"Canada, USA",,https://jobicy.com/jobs/145726-customer-success-manager-33
2026-06-12,Success (client / customer / student),Jobicy,"Strategic Customer Success Manager, SEA",Jamf,Singapore,,https://jobicy.com/jobs/144993-strategic-customer-success-manager-sea
2026-06-12,Success (client / customer / student),Jobicy,"Manager, Customer Success, APAC",Jamf,Singapore,,https://jobicy.com/jobs/144991-manager-customer-success-apac
2026-06-12,Success (client / customer / student),Jobicy,Senior Customer Success Manager,Karbon,USA,,https://jobicy.com/jobs/146135-senior-customer-success-manager-12
2026-06-12,Success (client / customer / student),Jobicy,Enterprise Customer Success Director,Nabla,USA,,https://jobicy.com/jobs/145983-enterprise-customer-success-director
