date_found,category,source,title,company,location,comp,link
2026-06-28,Closer,Himalayas,Director of New Business Sales - US Remote,Eleos Health,United States,,https://himalayas.app/companies/eleos-health/jobs/director-of-new-business-sales-us-remote
2026-06-28,Closer,JSearch,Fully Remote Solar Sales - Appointment Setter $80K - $250K OTE,Glass Coast Solar,Remote,$80000-$250000,https://www.indeed.com/viewjob?jk=afd0f8bbaa18c76e
2026-06-28,Closer,JSearch,Full Time High Ticket Closer,Impact Clients,Remote,$10000-$25000,https://himalayas.app/companies/impact-clients/jobs/full-time-high-ticket-closer
2026-06-28,Closer,JSearch,Remote High-Ticket Closer for 7-Figure Biz Owners,Remote Jobs,Remote,$200000-$400000,https://www.jobleads.com/us/job/remote-high-ticket-closer-for-7-figure-biz-owners--united-states--ea2f0d5f658edcb40bab075bf08470f9c
2026-06-28,Closer,JSearch,"High-Ticket Closer Wanted – Remote, Inbound Calls Only (North America)",Sell More Homes,Remote,$10000-$15000,https://www.indeed.com/viewjob?jk=185a5d9bc7fcfb6c
2026-06-28,Closer,JSearch,Remote Appointment Setter - Paid Training - $50k-$70k+ Per Year,The Power Grid,Remote,$55000-$75000,https://www.indeed.com/viewjob?jk=301a89e4bde6ae0f
2026-06-28,Closer,JSearch,SaaS High-ticket Closer,Trivium Group,Remote,,https://www.linkedin.com/jobs/view/saas-high-ticket-closer-at-trivium-group-4430296115
2026-06-28,Closer,Jooble,Remote One-Call Closer - High-Ticket Inbound Sales,YES Career Coaching & Resume Writing Services,"New York, NY",$64k - $85k,https://jooble.org/jdp/2507784348997917576
2026-06-28,VA / Social / Chat,Jooble,Remote Virtual Assistant,EmergencyMD,"Concord, NC",,https://jooble.org/jdp/6037227973795027200
2026-06-28,VA / Social / Chat,Jooble,Virtual Assistant BRA (Remote),Simera,"San Francisco, CA",,https://jooble.org/jdp/-5074233881700289937
2026-06-28,VA / Social / Chat,Jooble,Bilingual Legal Virtual Assistant - Remote Admin & Research,We Are Working,"New York, NY",,https://jooble.org/jdp/-1812836288216537234
