date_found,category,source,title,company,location,comp,link
2026-07-22,Closer,WeWorkRemotely,"Account Executive, Strategic Accounts",Airtable,Anywhere in the World,,https://weworkremotely.com/remote-jobs/airtable-account-executive-strategic-accounts
2026-07-22,Closer,WeWorkRemotely,"Account Executive, SLED",Airtable,Anywhere in the World,,https://weworkremotely.com/remote-jobs/airtable-account-executive-sled
2026-07-22,Closer,WeWorkRemotely,"Enterprise Account Executive, SLED",Asana,Anywhere in the World,,https://weworkremotely.com/remote-jobs/asana-enterprise-account-executive-sled
2026-07-22,Closer,WeWorkRemotely,"SMB Account Executive, Client Management",Asana,Anywhere in the World,,https://weworkremotely.com/remote-jobs/asana-smb-account-executive-client-management
2026-07-22,Closer,WeWorkRemotely,Strategic Account Executive (SLED),Datadog,Anywhere in the World,,https://weworkremotely.com/remote-jobs/datadog-strategic-account-executive-sled-1
2026-07-22,Closer,WeWorkRemotely,Strategic Account Executive (FED),Datadog,Anywhere in the World,,https://weworkremotely.com/remote-jobs/datadog-strategic-account-executive-fed
2026-07-22,Closer,WeWorkRemotely,Major Account Manager,Datadog,Anywhere in the World,,https://weworkremotely.com/remote-jobs/datadog-major-account-manager
2026-07-22,Closer,WeWorkRemotely,Account Executive,Dropbox,Anywhere in the World,,https://weworkremotely.com/remote-jobs/dropbox-account-executive
2026-07-22,Closer,Himalayas,Enterprise Sales Manager – Strategic SaaS Deals,Hire Hangar,"Argentina, Belize, Brazil, Chile, Colombia, Cuba, Ethiopia, Ghana, Kenya, Mexico, Nigeria, Panama, Peru, South Africa",,https://himalayas.app/companies/hire-hangar/jobs/enterprise-sales-manager-strategic-saas-deals-3745126068
2026-07-22,Closer,Himalayas,Senior Account Executive,Hire Hangar,"Argentina, Brazil, Chile, Colombia, Mexico, Panama, Peru, South Africa",,https://himalayas.app/companies/hire-hangar/jobs/senior-account-executive-5798508694
2026-07-22,Closer,WeWorkRemotely,Account Executive 4,Twilio,Anywhere in the World,,https://weworkremotely.com/remote-jobs/twilio-account-executive-4
2026-07-22,Closer,WeWorkRemotely,Presales Architect,Twilio,Anywhere in the World,,https://weworkremotely.com/remote-jobs/twilio-presales-architect
2026-07-22,Closer,WeWorkRemotely,"Director, Strategic Accounts",Twilio,Anywhere in the World,,https://weworkremotely.com/remote-jobs/twilio-director-strategic-accounts
2026-07-22,Setter / SDR,WeWorkRemotely,Sales Compensation Analyst,"Gusto, Inc.",Anywhere in the World,,https://weworkremotely.com/remote-jobs/gusto-inc-sales-compensation-analyst
2026-07-22,Setter / SDR,WeWorkRemotely,"Manager, Sales Development-LATAM / NAMER Hybrid",Twilio,Anywhere in the World,,https://weworkremotely.com/remote-jobs/twilio-manager-sales-development-latam-namer-hybrid
2026-07-22,Setter / SDR,WeWorkRemotely,"Manager, Sales Development",Twilio,Anywhere in the World,,https://weworkremotely.com/remote-jobs/twilio-manager-sales-development
2026-07-22,Success (CSM / customer / client / onboarding),JSearch,Customer Success Manager - Global Public Sector,"100 Salesforce, Inc.",Remote,,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/Customer-Success-Manager---Global-Public-Sector--Education-_JR350308-1
2026-07-22,Success (CSM / customer / client / onboarding),Jobicy,"Director, Customer Success (Enterprise)",1Password,"Canada, USA",,https://jobicy.com/jobs/149611-director-customer-success-enterprise
2026-07-22,Success (CSM / customer / client / onboarding),JSearch,Customer Success Manager II – West,Tines,Remote,,https://remotejobs.org/remote-jobs/customer-success-manager-ii-west-tines
2026-07-22,VA / Social / Chat,Jooble,Virtual Assistant - Somewhere (Remote),Ghanapose,"New York, NY","$1,000 - $2,000 per month",https://jooble.org/jdp/-7262107734772133076
